image_path,fruit_type,state,split
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.04 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.20 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.26 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.40 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.50.54 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.51.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.51.21 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/vertical_flip_Screen Shot 2018-06-12 at 8.51.30 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.05.12 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.05.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.05.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.05.52 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.06.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.06.13 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.06.27 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.06.40 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.06.56 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.07.04 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.07.31 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.40 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.45 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.57 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.04 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.16 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.21 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.34 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.44 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.48 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.13.54 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.14.07 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.14.13 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.14.22 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.14.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.14.48 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.16.20 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.16.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.16.34 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.16.53 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.16.57 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.14 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.19 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.33 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.38 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.44 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.17.57 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.18.07 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.18.11 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.18.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.18.50 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.18.57 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.03 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.08 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.12 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.17 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.35 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.42 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.19.49 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.01 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.31 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.36 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.52 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.20.56 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.21.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.21.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.21.10 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.07.35 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.07.39 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.01 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.08 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.15 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.19 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.41 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.04.56 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.02 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.08 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.21 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.05.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.06.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.06.21 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.06.27 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.06.33 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.06.56 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.08 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.19 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.26 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.31 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.35 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.39 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.07.46 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.12 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.22 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.26 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.54 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.08.59 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.09.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.09.09 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.09.16 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.09.22 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.09.29 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.04 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.10 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.14 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.20 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.41 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.10.45 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.17 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.23 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.27 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.35 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.11.58 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.06 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.11 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.17 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.27 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.12.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.07.46 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.12 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.22 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.26 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.54 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.08.59 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.09.05 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.09.09 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.09.22 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.09.29 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.09.55 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.14 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.20 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.27 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.41 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.10.55 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.11.00 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.11.23 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.11.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.11.58 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.12.06 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.12.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.12.40 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.12.45 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.12.49 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.16 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.34 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.44 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.48 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.14.01 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.14.07 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.14.13 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.14.28 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.14.43 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.01.46 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.01.51 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.03 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.09 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.15 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.24 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.32 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.44 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.02.52 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.01 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.06 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.12 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.21 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.25 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.30 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.34 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.46 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.51 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 9.03.55 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.16.20 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.16.34 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.16.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.16.53 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/rotated_by_75_Screen Shot 2018-06-12 at 9.16.57 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 8.53.37 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 8.53.47 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 8.53.54 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 8.54.07 PM.png,banana,rotten,train
/hy-tmp/fruit_classifier/dataset/train/rottenbanana/translation_Screen Shot 2018-06-12 at 8.54.14 PM.png,banana,rotten,train
